,R2,P0,W0
2016-10-08 19:02:49,0.0,1.0,0.0
2016-10-08 19:03:50,0.0,1.0,0.0
2016-10-08 19:04:51,0.0,1.0,0.0
2016-10-08 19:05:52,0.0,1.0,0.0
2016-10-08 19:06:53,0.0,1.0,0.0
2016-10-08 19:07:54,0.0,1.0,0.0
2016-10-08 19:08:55,0.0,1.0,0.0
2016-10-08 19:09:56,0.0,1.0,0.0
2016-10-08 19:10:57,0.0,1.0,0.0
2016-10-08 19:11:58,0.0,1.0,0.0
2016-10-08 19:12:59,0.0,1.0,0.0
2016-10-08 19:14:00,0.0,1.0,0.0
2016-10-08 19:15:01,0.0,1.0,0.0
2016-10-08 19:16:02,0.0,1.0,0.0
2016-10-08 19:17:03,0.0,1.0,0.0
2016-10-08 19:18:04,0.0,1.0,0.0
2016-10-08 19:19:05,0.0,1.0,0.0
2016-10-08 19:20:06,0.0,1.0,0.0
2016-10-08 19:21:07,0.0,1.0,0.0
2016-10-08 19:22:08,0.0,1.0,0.0
2016-10-08 19:23:09,0.0,1.0,0.0
2016-10-08 19:24:10,0.0,1.0,0.0
2016-10-08 19:25:11,0.0,1.0,0.0
2016-10-08 19:26:12,0.0,1.0,0.0
2016-10-08 19:27:15,0.0,1.0,0.0
2016-10-08 19:28:16,0.0,1.0,0.0
2016-10-08 19:29:17,0.0,1.0,0.0
2016-10-08 19:30:18,0.0,1.0,0.0
2016-10-08 19:31:19,0.0,1.0,0.0
2016-10-08 19:32:20,0.0,1.0,0.0
2016-10-08 19:33:23,0.0,1.0,0.0
2016-10-08 19:34:24,0.0,1.0,0.0
2016-10-08 19:35:25,0.0,1.0,0.0
2016-10-08 19:36:26,0.0,1.0,0.0
2016-10-08 19:37:27,0.0,1.0,0.0
2016-10-08 19:38:28,0.0,1.0,0.0
2016-10-08 19:39:29,0.0,1.0,0.0
2016-10-08 19:40:30,0.0,1.0,0.0
2016-10-08 19:41:33,0.0,1.0,0.0
2016-10-08 19:42:34,0.0,1.0,0.0
2016-10-08 19:43:35,0.0,1.0,0.0
2016-10-08 19:44:36,0.0,1.0,0.0
2016-10-08 19:45:37,0.0,1.0,0.0
2016-10-08 19:46:38,0.0,1.0,0.0
2016-10-08 19:47:39,0.0,1.0,0.0
2016-10-08 19:48:41,0.0,1.0,0.0
2016-10-08 19:49:42,0.0,1.0,0.0
2016-10-08 19:50:43,0.0,1.0,0.0
2016-10-08 19:51:44,0.0,1.0,0.0
2016-10-08 19:52:45,0.0,1.0,0.0
2016-10-08 19:53:46,0.0,1.0,0.0
2016-10-08 19:54:47,0.0,1.0,0.0
2016-10-08 19:55:48,0.0,1.0,0.0
2016-10-08 19:56:49,0.0,1.0,0.0
2016-10-08 19:57:50,0.0,1.0,0.0
2016-10-08 19:58:52,0.0,1.0,0.0
2016-10-08 19:59:53,0.0,1.0,0.0
2016-10-08 20:00:55,0.0,1.0,0.0
2016-10-08 20:01:56,0.0,1.0,0.0
2016-10-08 20:02:57,0.0,1.0,0.0
2016-10-08 20:04:03,0.0,1.0,0.0
2016-10-08 20:05:04,0.0,1.0,0.0
2016-10-08 20:06:09,0.0,1.0,0.0
2016-10-08 20:07:10,0.0,1.0,0.0
2016-10-08 20:08:11,0.0,1.0,0.0
2016-10-08 20:09:12,0.0,1.0,0.0
2016-10-08 20:10:13,0.0,1.0,0.0
2016-10-08 20:11:14,0.0,1.0,0.0
2016-10-08 20:12:15,0.0,1.0,0.0
2016-10-08 20:13:16,0.0,1.0,0.0
2016-10-08 20:14:17,0.0,1.0,0.0
2016-10-08 20:15:18,0.0,1.0,0.0
2016-10-08 20:16:19,0.0,1.0,0.0
2016-10-08 20:17:20,0.0,1.0,0.0
2016-10-08 20:18:21,0.0,1.0,0.0
2016-10-08 20:19:22,0.0,1.0,0.0
2016-10-08 20:20:23,0.0,1.0,0.0
2016-10-08 20:21:24,0.0,1.0,0.0
2016-10-08 20:22:25,0.0,1.0,0.0
2016-10-08 20:23:26,0.0,1.0,0.0
2016-10-08 20:24:28,0.0,1.0,0.0
2016-10-08 20:25:29,0.0,1.0,0.0
2016-10-08 20:26:30,0.0,1.0,0.0
2016-10-08 20:27:31,0.0,1.0,0.0
2016-10-08 20:28:32,0.0,1.0,0.0
2016-10-08 20:29:33,0.0,1.0,0.0
2016-10-08 20:30:34,0.0,1.0,0.0
2016-10-08 20:31:35,0.0,1.0,0.0
2016-10-08 20:32:36,0.0,1.0,0.0
2016-10-08 20:33:37,0.0,1.0,0.0
2016-10-08 20:34:42,0.0,1.0,0.0
2016-10-08 20:35:43,0.0,1.0,0.0
2016-10-08 20:36:44,0.0,1.0,0.0
2016-10-08 20:37:45,0.0,1.0,0.0
2016-10-08 20:38:46,0.0,1.0,0.0
2016-10-08 20:39:47,0.0,1.0,0.0
2016-10-08 20:40:48,0.0,1.0,0.0
2016-10-08 20:41:49,0.0,1.0,0.0
2016-10-08 20:42:50,0.0,1.0,0.0
2016-10-08 20:43:51,0.0,1.0,0.0
2016-10-08 20:44:52,0.0,1.0,0.0
2016-10-08 20:45:53,0.0,1.0,0.0
2016-10-08 20:46:54,0.0,1.0,0.0
2016-10-08 20:47:56,0.0,1.0,0.0
2016-10-08 20:48:57,0.0,1.0,0.0
2016-10-08 20:49:58,0.0,1.0,0.0
2016-10-08 20:50:59,0.0,1.0,0.0
2016-10-08 20:52:01,0.0,1.0,0.0
2016-10-08 20:53:02,0.0,1.0,0.0
2016-10-08 20:54:03,0.0,1.0,0.0
2016-10-08 20:55:04,0.0,1.0,0.0
2016-10-08 20:56:05,0.0,1.0,0.0
2016-10-08 20:57:06,0.0,1.0,0.0
2016-10-08 20:58:09,0.0,1.0,0.0
2016-10-08 20:59:11,0.0,1.0,0.0
2016-10-08 21:00:12,0.0,1.0,0.0
2016-10-08 21:01:13,0.0,1.0,0.0
2016-10-08 21:02:14,0.0,1.0,0.0
2016-10-08 21:03:15,0.0,1.0,0.0
2016-10-08 21:04:17,0.0,1.0,0.0
2016-10-08 21:05:18,0.0,1.0,0.0
2016-10-08 21:06:19,0.0,1.0,0.0
2016-10-08 21:07:20,0.0,1.0,0.0
2016-10-08 21:08:21,0.0,1.0,0.0
2016-10-08 21:09:22,0.0,1.0,0.0
2016-10-08 21:10:23,0.0,1.0,0.0
2016-10-08 21:11:24,0.0,1.0,0.0
2016-10-08 21:12:25,0.0,1.0,0.0
2016-10-08 21:13:26,0.0,1.0,0.0
2016-10-08 21:14:27,0.0,1.0,0.0
2016-10-08 21:15:28,0.0,1.0,0.0
2016-10-08 21:16:29,0.0,1.0,0.0
2016-10-08 21:17:30,0.0,1.0,0.0
2016-10-08 21:18:31,0.0,1.0,0.0
2016-10-08 21:19:32,0.0,1.0,0.0
2016-10-08 21:20:34,0.0,1.0,0.0
2016-10-08 21:21:36,0.0,1.0,0.0
2016-10-08 21:22:37,0.0,1.0,0.0
2016-10-08 21:23:38,0.0,1.0,0.0
2016-10-08 21:24:39,0.0,1.0,0.0
2016-10-08 21:25:40,0.0,1.0,0.0
2016-10-08 21:26:43,0.0,1.0,0.0
2016-10-08 21:27:44,0.0,1.0,0.0
2016-10-08 21:28:46,0.0,1.0,0.0
2016-10-08 21:29:47,0.0,1.0,0.0
2016-10-08 21:30:48,0.0,1.0,0.0
2016-10-08 21:31:49,0.0,1.0,0.0
2016-10-08 21:32:50,0.0,1.0,0.0
2016-10-08 21:33:52,0.0,1.0,0.0
2016-10-08 21:34:53,0.0,1.0,0.0
2016-10-08 21:35:54,0.0,1.0,0.0
2016-10-08 21:36:55,0.0,1.0,0.0
2016-10-08 21:37:56,0.0,1.0,0.0
2016-10-08 21:38:57,0.0,1.0,0.0
2016-10-08 21:39:58,0.0,1.0,0.0
2016-10-08 21:40:59,0.0,1.0,0.0
2016-10-08 21:42:00,0.0,1.0,0.0
2016-10-08 21:43:01,0.0,1.0,0.0
2016-10-08 21:44:02,0.0,1.0,0.0
2016-10-08 21:45:03,0.0,1.0,0.0
2016-10-08 21:46:04,0.0,1.0,0.0
2016-10-08 21:47:05,0.0,1.0,0.0
2016-10-08 21:48:06,0.0,1.0,0.0
2016-10-08 21:49:07,0.0,1.0,0.0
2016-10-08 21:50:08,0.0,1.0,0.0
2016-10-08 21:51:09,0.0,1.0,0.0
2016-10-08 21:52:10,0.0,1.0,0.0
2016-10-08 21:53:11,0.0,1.0,0.0
2016-10-08 21:54:12,0.0,1.0,0.0
2016-10-08 21:55:13,0.0,1.0,0.0
2016-10-08 21:56:14,0.0,1.0,0.0
2016-10-08 21:57:15,0.0,1.0,0.0
2016-10-08 21:58:16,0.0,1.0,0.0
2016-10-08 21:59:17,0.0,1.0,0.0
2016-10-08 22:00:18,0.0,1.0,0.0
2016-10-08 22:01:19,0.0,1.0,0.0
2016-10-08 22:02:23,0.0,1.0,0.0
2016-10-08 22:03:24,0.0,1.0,0.0
2016-10-08 22:04:25,0.0,1.0,0.0
2016-10-08 22:05:27,0.0,1.0,0.0
2016-10-08 22:06:28,0.0,1.0,0.0
2016-10-08 22:07:29,0.0,1.0,0.0
2016-10-08 22:08:30,0.0,1.0,0.0
2016-10-08 22:09:31,0.0,1.0,0.0
2016-10-08 22:10:32,0.0,1.0,0.0
2016-10-08 22:11:33,0.0,1.0,0.0
2016-10-08 22:12:34,0.0,1.0,0.0
2016-10-08 22:13:35,0.0,1.0,0.0
2016-10-08 22:14:37,0.0,1.0,0.0
2016-10-08 22:15:38,0.0,1.0,0.0
2016-10-08 22:16:39,0.0,1.0,0.0
2016-10-08 22:17:40,0.0,1.0,0.0
2016-10-08 22:18:41,0.0,1.0,0.0
2016-10-08 22:19:44,0.0,1.0,0.0
2016-10-08 22:20:45,0.0,1.0,0.0
2016-10-08 22:21:46,0.0,1.0,0.0
2016-10-08 22:22:47,0.0,1.0,0.0
2016-10-08 22:23:48,0.0,1.0,0.0
2016-10-08 22:24:51,0.0,1.0,0.0
2016-10-08 22:25:54,0.0,1.0,0.0
2016-10-08 22:26:55,0.0,1.0,0.0
2016-10-08 22:28:01,0.0,1.0,0.0
2016-10-08 22:29:02,0.0,1.0,0.0
2016-10-08 22:30:03,0.0,1.0,0.0
2016-10-08 22:31:04,0.0,1.0,0.0
2016-10-08 22:32:05,0.0,1.0,0.0
2016-10-08 22:33:06,0.0,1.0,0.0
2016-10-08 22:34:07,0.0,1.0,0.0
2016-10-08 22:35:08,0.0,1.0,0.0
2016-10-08 22:36:09,0.0,1.0,0.0
2016-10-08 22:37:10,0.0,1.0,0.0
2016-10-08 22:38:11,0.0,1.0,0.0
2016-10-08 22:39:13,0.0,1.0,0.0
2016-10-08 22:40:14,0.0,1.0,0.0
2016-10-08 22:41:18,0.0,1.0,0.0
2016-10-08 22:42:19,0.0,1.0,0.0
2016-10-08 22:43:20,0.0,1.0,0.0
2016-10-08 22:44:21,0.0,1.0,0.0
2016-10-08 22:45:22,0.0,1.0,0.0
2016-10-08 22:46:24,0.0,1.0,0.0
2016-10-08 22:47:25,0.0,1.0,0.0
2016-10-08 22:48:26,0.0,1.0,0.0
2016-10-08 22:49:30,0.0,1.0,0.0
2016-10-08 22:50:31,0.0,1.0,0.0
2016-10-08 22:51:32,0.0,1.0,0.0
2016-10-08 22:52:33,0.0,1.0,0.0
2016-10-08 22:53:34,0.0,1.0,0.0
2016-10-08 22:54:35,0.0,1.0,0.0
2016-10-08 22:55:36,0.0,1.0,0.0
2016-10-08 22:56:37,0.0,1.0,0.0
2016-10-08 22:57:38,0.0,1.0,0.0
2016-10-08 22:58:39,0.0,1.0,0.0
2016-10-08 22:59:40,0.0,1.0,0.0
2016-10-08 23:00:41,0.0,1.0,0.0
2016-10-08 23:01:42,0.0,1.0,0.0
2016-10-08 23:02:43,0.0,1.0,0.0
2016-10-08 23:03:49,0.0,1.0,0.0
2016-10-08 23:04:50,0.0,1.0,0.0
2016-10-08 23:05:51,0.0,1.0,0.0
2016-10-08 23:06:52,0.0,1.0,0.0
2016-10-08 23:07:53,0.0,1.0,0.0
2016-10-08 23:08:59,0.0,1.0,0.0
2016-10-08 23:10:00,0.0,1.0,0.0
2016-10-08 23:11:01,0.0,1.0,0.0
2016-10-08 23:12:02,0.0,1.0,0.0
2016-10-08 23:13:04,0.0,1.0,0.0
2016-10-08 23:14:05,0.0,1.0,0.0
2016-10-08 23:15:06,0.0,1.0,0.0
2016-10-08 23:16:07,0.0,1.0,0.0
2016-10-08 23:17:08,0.0,1.0,0.0
2016-10-08 23:18:13,0.0,1.0,0.0
2016-10-08 23:19:14,0.0,1.0,0.0
2016-10-08 23:20:15,0.0,1.0,0.0
2016-10-08 23:21:16,0.0,1.0,0.0
2016-10-08 23:22:21,0.0,1.0,0.0
2016-10-08 23:23:22,0.0,1.0,0.0
2016-10-08 23:24:23,0.0,1.0,0.0
2016-10-08 23:25:24,0.0,1.0,0.0
2016-10-08 23:26:26,0.0,1.0,0.0
2016-10-08 23:27:27,0.0,1.0,0.0
2016-10-08 23:28:28,0.0,1.0,0.0
2016-10-08 23:29:29,0.0,1.0,0.0
2016-10-08 23:30:32,0.0,1.0,0.0
2016-10-08 23:31:33,0.0,1.0,0.0
2016-10-08 23:32:34,0.0,1.0,0.0
2016-10-08 23:33:37,0.0,1.0,0.0
2016-10-08 23:34:38,0.0,1.0,0.0
2016-10-08 23:35:39,0.0,1.0,0.0
2016-10-08 23:36:43,0.0,1.0,0.0
2016-10-08 23:37:45,0.0,1.0,0.0
2016-10-08 23:38:46,0.0,1.0,0.0
2016-10-08 23:39:47,0.0,1.0,0.0
2016-10-08 23:40:48,0.0,1.0,0.0
2016-10-08 23:41:49,0.0,1.0,0.0
2016-10-08 23:42:50,0.0,1.0,0.0
2016-10-08 23:43:51,0.0,1.0,0.0
2016-10-08 23:44:52,0.0,1.0,0.0
2016-10-08 23:45:53,0.0,1.0,0.0
2016-10-08 23:46:54,0.0,1.0,0.0
2016-10-08 23:47:55,0.0,1.0,0.0
2016-10-08 23:48:56,0.0,1.0,0.0
2016-10-08 23:49:57,0.0,1.0,0.0
2016-10-08 23:50:58,0.0,1.0,0.0
2016-10-08 23:51:59,0.0,1.0,0.0
2016-10-08 23:53:00,0.0,1.0,0.0
2016-10-08 23:54:01,0.0,1.0,0.0
2016-10-08 23:55:02,0.0,1.0,0.0
2016-10-08 23:56:04,0.0,1.0,0.0
2016-10-08 23:57:05,0.0,1.0,0.0
2016-10-08 23:58:06,0.0,1.0,0.0
2016-10-08 23:59:07,0.0,1.0,0.0
